userId,itemId,rating,timestamp,user_mean_rating,user_median_rating,user_std_rating,user_min_rating,user_max_rating,user_num_ratings,item_mean_rating,item_median_rating,item_std_rating,item_min_rating,item_max_rating,item_num_ratings,cat_1,cat_2,cat_3,cat_4,cat_5,cat_6,cat_7,cat_8,cat_9,cat_10,cat_11,cat_12,cat_13,cat_15,cat_16,cat_17,cat_18,cat_19,cat_20,cat_21,cat_22,cat_23,cat_25
2532,60769,5.0,1230793200.0,3.9347826086956523,4.0,1.1035734665781278,1.0,5.0,46,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2618,62622,3.0,1230793200.0,3.0,3.0,,3.0,3.0,1,3.0,3.0,,3.0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3168,74693,5.0,1230793200.0,4.1506849315068495,4.0,1.0092796231404126,1.0,5.0,73,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3296,77020,4.0,1230793200.0,4.0,4.0,,4.0,4.0,1,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3374,65430,3.0,1230793200.0,3.6,4.0,1.0124228365658292,1.0,5.0,65,3.0,3.0,,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3374,12087,3.0,1230793200.0,3.6,4.0,1.0124228365658292,1.0,5.0,65,3.0,3.0,,3.0,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3486,39796,4.0,1230793200.0,3.6,4.0,1.0346923384727065,1.0,5.0,35,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3958,22131,5.0,1230793200.0,3.7468354430379747,4.0,1.091556809078499,1.0,5.0,79,4.7407407407407405,5.0,0.5256931389634797,3.0,5.0,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4126,89492,5.0,1230793200.0,4.113636363636363,5.0,1.3156642869122188,1.0,5.0,44,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4166,2974,2.0,1230793200.0,3.9047619047619047,4.0,0.9436504599035547,2.0,5.0,21,2.0,2.0,,2.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4817,22137,4.0,1230793200.0,4.0,4.0,,4.0,4.0,1,3.3333333333333335,3.5,1.632993161855452,1.0,5.0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5096,103470,4.0,1230793200.0,3.6666666666666665,4.0,0.8521681032463468,1.0,5.0,57,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5628,44064,5.0,1230793200.0,4.2727272727272725,5.0,1.2720777563426766,1.0,5.0,11,5.0,5.0,0.0,5.0,5.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5957,14136,5.0,1230793200.0,4.571428571428571,5.0,0.5345224838248487,4.0,5.0,7,5.0,5.0,,5.0,5.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5964,47589,5.0,1230793200.0,4.153846153846154,4.0,1.143543749793731,1.0,5.0,13,5.0,5.0,0.0,5.0,5.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6138,119860,4.0,1230793200.0,3.909090909090909,4.0,0.8111773283374344,2.0,5.0,22,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6144,114956,5.0,1230793200.0,3.9767441860465116,4.0,1.2815238714129003,1.0,5.0,43,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6144,114955,4.0,1230793200.0,3.9767441860465116,4.0,1.2815238714129003,1.0,5.0,43,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7246,31357,4.0,1230793200.0,3.8055555555555554,4.0,1.0699333780613762,1.0,5.0,72,4.2,4.0,0.44721359549995804,4.0,5.0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7246,6016,3.0,1230793200.0,3.8055555555555554,4.0,1.0699333780613762,1.0,5.0,72,4.0,4.0,1.4142135623730951,3.0,5.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7954,54725,4.0,1230793200.0,3.066666666666667,4.0,1.3345232785352157,1.0,5.0,15,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8005,107609,5.0,1230793200.0,5.0,5.0,0.0,5.0,5.0,3,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8533,23394,4.0,1230793200.0,3.8333333333333335,4.0,0.3892494720807616,3.0,4.0,12,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8605,24866,3.0,1230793200.0,3.375,3.0,0.9161253813129043,2.0,5.0,8,4.0,4.0,1.0954451150103321,3.0,5.0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8813,156824,5.0,1230793200.0,5.0,5.0,,5.0,5.0,1,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9150,1578,4.0,1230793200.0,4.5,4.5,0.7071067811865476,4.0,5.0,2,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10476,155410,3.0,1230793200.0,3.5,3.5,0.7071067811865476,3.0,4.0,2,3.0,3.0,,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10731,179056,5.0,1230793200.0,4.5,4.5,0.7071067811865476,4.0,5.0,2,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10731,179057,4.0,1230793200.0,4.5,4.5,0.7071067811865476,4.0,5.0,2,3.0,3.0,1.4142135623730951,2.0,4.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11141,117999,5.0,1230793200.0,4.181818181818182,4.0,0.906923823984585,1.0,5.0,22,5.0,5.0,0.0,5.0,5.0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11141,183144,5.0,1230793200.0,4.181818181818182,4.0,0.906923823984585,1.0,5.0,22,4.0,4.0,1.4142135623730951,3.0,5.0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11460,154985,1.0,1230793200.0,3.0625,3.0,1.166666666666667,1.0,5.0,64,1.0,1.0,,1.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11640,190150,5.0,1230793200.0,3.9166666666666665,4.0,0.6685579234215214,3.0,5.0,12,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12112,194818,4.0,1230793200.0,3.6,4.0,1.140175425099138,2.0,5.0,5,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13658,50113,4.0,1230793200.0,4.138888888888889,4.0,0.4244510927759877,3.0,5.0,36,3.5,3.5,0.7071067811865476,3.0,4.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13658,209848,4.0,1230793200.0,4.138888888888889,4.0,0.4244510927759877,3.0,5.0,36,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14287,74697,4.0,1230793200.0,3.923076923076923,4.0,0.49354811679282434,3.0,5.0,13,3.7142857142857144,4.0,0.48795003647426655,3.0,4.0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14527,222547,4.0,1230793200.0,3.825,4.0,1.1067971810589328,1.0,5.0,40,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14998,55749,2.0,1230793200.0,3.7,4.0,1.1595018087284057,2.0,5.0,10,3.5,3.5,2.1213203435596424,2.0,5.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15827,137071,5.0,1230793200.0,3.2916666666666665,3.0,0.955893505766305,1.0,5.0,72,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15886,115379,5.0,1230793200.0,3.391304347826087,4.0,1.2699008706760826,1.0,5.0,23,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15965,197779,3.0,1230793200.0,4.0,4.0,0.5345224838248488,3.0,5.0,8,3.0,3.0,,3.0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16059,49063,4.0,1230793200.0,3.7903225806451615,4.0,0.7921147618086651,2.0,5.0,62,4.0,4.0,,4.0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17326,67270,4.0,1230793200.0,4.3125,5.0,1.0144785195688804,2.0,5.0,16,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17537,1061,5.0,1230793200.0,5.0,5.0,,5.0,5.0,1,4.5,4.5,0.7071067811865476,4.0,5.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17743,160421,4.0,1230793200.0,3.8,4.0,1.186126701378962,1.0,5.0,30,4.0,4.0,,4.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18220,219205,5.0,1230793200.0,4.129032258064516,4.0,1.0564700810993488,1.0,5.0,31,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18220,44702,5.0,1230793200.0,4.129032258064516,4.0,1.0564700810993488,1.0,5.0,31,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18220,54274,3.0,1230793200.0,4.129032258064516,4.0,1.0564700810993488,1.0,5.0,31,3.5,3.5,0.7071067811865476,3.0,4.0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18308,22141,5.0,1230793200.0,5.0,5.0,0.0,5.0,5.0,2,4.315789473684211,5.0,0.8200698871944029,3.0,5.0,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18366,47030,4.0,1230793200.0,4.647058823529412,5.0,0.4925921830718888,4.0,5.0,17,2.75,2.5,0.9574271077563381,2.0,4.0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18366,63761,4.0,1230793200.0,4.647058823529412,5.0,0.4925921830718888,4.0,5.0,17,4.333333333333333,4.0,0.5773502691896257,4.0,5.0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18404,48058,3.0,1230793200.0,3.3666666666666667,3.0,0.6686751354593717,2.0,5.0,30,4.0,4.0,1.4142135623730951,3.0,5.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19482,85291,5.0,1230793200.0,3.546511627906977,4.0,1.508072215030021,1.0,5.0,86,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19487,120911,1.0,1230793200.0,4.465346534653466,5.0,0.8193211389393483,1.0,5.0,101,1.5,1.5,0.7071067811865476,1.0,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19886,243155,3.0,1230793200.0,4.024390243902439,4.0,0.8511111818689958,2.0,5.0,41,3.0,3.0,,3.0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19951,36277,5.0,1230793200.0,4.213114754098361,4.0,0.9149636440566122,1.0,5.0,61,4.0588235294117645,4.0,0.9663454503498035,2.0,5.0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20153,59748,4.0,1230793200.0,4.5,4.5,0.7071067811865476,4.0,5.0,2,4.0,4.0,,4.0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20461,254719,3.0,1230793200.0,3.8383838383838382,4.0,1.1841389768396404,1.0,5.0,99,3.0,3.0,,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20472,230515,4.0,1230793200.0,4.0,4.0,,4.0,4.0,1,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20609,888,3.0,1230793200.0,3.6,4.0,0.8825799501580877,1.0,5.0,20,3.0,3.0,0.0,3.0,3.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21095,22141,5.0,1230793200.0,3.6538461538461537,4.0,0.9356199096773301,2.0,5.0,26,4.315789473684211,5.0,0.8200698871944029,3.0,5.0,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21170,170968,3.0,1230793200.0,3.5,3.5,1.2909944487358056,2.0,5.0,4,3.0,3.0,,3.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21219,50892,3.0,1230793200.0,3.6666666666666665,3.5,0.816496580927726,3.0,5.0,6,3.0,3.0,,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21419,231942,5.0,1230793200.0,4.208955223880597,4.0,0.5912829767300782,3.0,5.0,67,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21419,183233,4.0,1230793200.0,4.208955223880597,4.0,0.5912829767300782,3.0,5.0,67,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21419,107182,3.0,1230793200.0,4.208955223880597,4.0,0.5912829767300782,3.0,5.0,67,3.0,3.0,,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21419,149127,5.0,1230793200.0,4.208955223880597,4.0,0.5912829767300782,3.0,5.0,67,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21745,121415,3.0,1230793200.0,4.0,4.0,1.0632190661423901,2.0,5.0,24,3.0,3.0,,3.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21873,25107,4.0,1230793200.0,4.5,5.0,0.9224300477447906,1.0,5.0,58,4.0,4.0,,4.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,10105,5.0,1230879600.0,3.75,4.0,1.2583057392117916,2.0,5.0,4,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
915,24770,5.0,1230879600.0,4.1923076923076925,5.0,1.29914695297717,1.0,5.0,52,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
915,24771,1.0,1230879600.0,4.1923076923076925,5.0,1.29914695297717,1.0,5.0,52,1.0,1.0,,1.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915,24772,5.0,1230879600.0,4.1923076923076925,5.0,1.29914695297717,1.0,5.0,52,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915,24773,4.0,1230879600.0,4.1923076923076925,5.0,1.29914695297717,1.0,5.0,52,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
915,24774,5.0,1230879600.0,4.1923076923076925,5.0,1.29914695297717,1.0,5.0,52,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1047,27193,4.0,1230879600.0,4.5,4.5,0.7071067811865476,4.0,5.0,2,4.6,5.0,0.547722557505166,4.0,5.0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1425,34943,5.0,1230879600.0,4.2,5.0,1.475729574745244,1.0,5.0,10,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1425,34944,1.0,1230879600.0,4.2,5.0,1.475729574745244,1.0,5.0,10,1.0,1.0,,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1560,36791,5.0,1230879600.0,3.757575757575758,4.0,1.4148830126176293,1.0,5.0,33,5.0,5.0,,5.0,5.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1574,10194,5.0,1230879600.0,3.857142857142857,4.0,0.9102589898327995,2.0,5.0,21,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2095,51473,4.0,1230879600.0,4.166666666666667,4.0,0.7859052479933757,2.0,5.0,18,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2095,51474,5.0,1230879600.0,4.166666666666667,4.0,0.7859052479933757,2.0,5.0,18,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2461,20479,5.0,1230879600.0,5.0,5.0,,5.0,5.0,1,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2760,17674,2.0,1230879600.0,3.6507936507936507,4.0,0.900872877049919,2.0,5.0,63,2.0,2.0,,2.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3168,43303,5.0,1230879600.0,4.1506849315068495,4.0,1.0092796231404126,1.0,5.0,73,4.0,4.0,0.7071067811865476,3.0,5.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3374,23047,2.0,1230879600.0,3.6,4.0,1.0124228365658292,1.0,5.0,65,2.0,2.0,,2.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3486,79994,5.0,1230879600.0,3.6,4.0,1.0346923384727065,1.0,5.0,35,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3958,13428,4.0,1230879600.0,3.7468354430379747,4.0,1.091556809078499,1.0,5.0,79,3.6666666666666665,4.0,0.9847319278346618,1.0,5.0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5096,19254,2.0,1230879600.0,3.6666666666666665,4.0,0.8521681032463468,1.0,5.0,57,2.0,2.0,0.0,2.0,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5096,88970,4.0,1230879600.0,3.6666666666666665,4.0,0.8521681032463468,1.0,5.0,57,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5096,29717,5.0,1230879600.0,3.6666666666666665,4.0,0.8521681032463468,1.0,5.0,57,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5642,8251,3.0,1230879600.0,4.097560975609756,4.0,0.7951978726894965,3.0,5.0,82,3.0,3.0,,3.0,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5861,116399,5.0,1230879600.0,4.176470588235294,5.0,1.3339459376998313,1.0,5.0,17,5.0,5.0,0.0,5.0,5.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5931,14956,1.0,1230879600.0,1.6,1.0,0.8944271909999159,1.0,3.0,5,2.3333333333333335,3.0,1.1547005383792515,1.0,3.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5964,22141,4.0,1230879600.0,4.153846153846154,4.0,1.143543749793731,1.0,5.0,13,4.315789473684211,5.0,0.8200698871944029,3.0,5.0,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6144,120899,5.0,1230879600.0,3.9767441860465116,4.0,1.2815238714129003,1.0,5.0,43,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7411,140528,4.0,1230879600.0,3.473684210526316,3.0,0.916132220595933,1.0,5.0,76,4.0,4.0,,4.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7536,142273,5.0,1230879600.0,4.714285714285714,5.0,0.7559289460184546,3.0,5.0,7,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7536,76794,3.0,1230879600.0,4.714285714285714,5.0,0.7559289460184546,3.0,5.0,7,3.0,3.0,,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7954,3298,4.0,1230879600.0,3.066666666666667,4.0,1.3345232785352157,1.0,5.0,15,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8533,55643,4.0,1230879600.0,3.8333333333333335,4.0,0.3892494720807616,3.0,4.0,12,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8605,24836,3.0,1230879600.0,3.375,3.0,0.9161253813129043,2.0,5.0,8,3.8,4.0,1.2292725943057183,1.0,5.0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8972,78397,4.0,1230879600.0,3.0,3.0,1.1547005383792515,1.0,4.0,7,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9223,144126,5.0,1230879600.0,4.0,4.5,1.4142135623730951,2.0,5.0,4,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9776,169448,4.0,1230879600.0,4.0,4.0,0.0,4.0,4.0,4,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10178,113055,4.0,1230879600.0,4.470588235294118,5.0,0.8744746321952063,2.0,5.0,17,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11141,20293,4.0,1230879600.0,4.181818181818182,4.0,0.906923823984585,1.0,5.0,22,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11161,10989,2.0,1230879600.0,3.0,3.0,1.8257418583505538,1.0,5.0,4,2.0,2.0,,2.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
