userId,itemId,rating,timestamp,user_mean_rating,user_median_rating,user_std_rating,user_min_rating,user_max_rating,user_num_ratings,item_mean_rating,item_median_rating,item_std_rating,item_min_rating,item_max_rating,item_num_ratings,cat_1,cat_2,cat_3,cat_4,cat_5,cat_6
274,6304,4.0,1231138800.0,3.951219512195122,4.0,0.8646160856760393,2.0,5.0,41,4.0,4.0,0.0,4.0,4.0,2,0,0,0,0,0,1
274,2404,4.0,1231138800.0,3.951219512195122,4.0,0.8646160856760393,2.0,5.0,41,3.6,4.0,1.51657508881031,2.0,5.0,5,0,0,0,0,0,1
515,2833,4.0,1231138800.0,4.25,4.0,0.5,4.0,5.0,4,4.0,4.0,0.0,4.0,4.0,4,0,0,0,0,0,1
276,6335,5.0,1231225200.0,5.0,5.0,,5.0,5.0,1,5.0,5.0,,5.0,5.0,1,0,0,0,1,0,0
553,186,5.0,1231225200.0,4.74,5.0,0.6942915931555925,1.0,5.0,50,4.16,4.0,0.9865765724632496,2.0,5.0,25,0,0,0,0,0,1
188,421,5.0,1231311600.0,4.571428571428571,5.0,0.8516306272526399,2.0,5.0,14,4.285714285714286,5.0,1.2535663410560174,2.0,5.0,7,0,0,0,0,0,1
325,2039,5.0,1231311600.0,5.0,5.0,0.0,5.0,5.0,3,4.6,5.0,0.5477225575051661,4.0,5.0,5,0,0,0,0,0,1
14,860,5.0,1231398000.0,5.0,5.0,,5.0,5.0,1,5.0,5.0,0.0,5.0,5.0,2,0,0,0,1,0,0
20,923,4.0,1231398000.0,4.666666666666667,5.0,0.5773502691896257,4.0,5.0,3,4.2,4.0,0.8366600265340756,3.0,5.0,5,0,0,0,0,0,1
116,2727,5.0,1231398000.0,4.555555555555555,5.0,0.5270462766947298,4.0,5.0,9,5.0,5.0,,5.0,5.0,1,0,1,0,0,0,0
10,506,5.0,1231484400.0,4.583333333333333,5.0,0.6685579234215214,3.0,5.0,12,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,0,1,0,0,0
10,508,5.0,1231484400.0,4.583333333333333,5.0,0.6685579234215214,3.0,5.0,12,5.0,5.0,0.0,5.0,5.0,2,0,0,1,0,0,0
137,188,5.0,1231484400.0,4.666666666666667,5.0,0.7071067811865476,3.0,5.0,9,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,0,0,0,1,0
188,2975,5.0,1231484400.0,4.571428571428571,5.0,0.8516306272526399,2.0,5.0,14,4.0,5.0,1.4142135623730951,2.0,5.0,5,0,0,0,0,0,1
633,6761,5.0,1231484400.0,5.0,5.0,,5.0,5.0,1,4.0,4.0,1.4142135623730951,3.0,5.0,2,0,0,0,0,0,1
639,2879,3.0,1231484400.0,4.315789473684211,4.0,0.7492686492653552,3.0,5.0,19,4.0,4.0,1.4142135623730951,3.0,5.0,2,0,0,0,0,1,0
461,1623,4.0,1231570800.0,4.0,4.0,0.0,4.0,4.0,2,3.6666666666666665,4.0,0.5773502691896258,3.0,4.0,3,0,0,0,0,1,0
13,773,4.0,1231657200.0,4.214285714285714,5.0,1.141457835258481,1.0,5.0,84,4.0,4.0,,4.0,4.0,1,0,0,0,0,1,0
195,2724,4.0,1231657200.0,4.25,4.0,0.5,4.0,5.0,4,4.230769230769231,4.0,0.5991446895152782,3.0,5.0,13,0,0,0,0,0,1
306,1476,5.0,1231657200.0,4.529411764705882,5.0,0.5144957554275263,4.0,5.0,17,5.0,5.0,,5.0,5.0,1,0,0,0,1,0,0
306,992,5.0,1231657200.0,4.529411764705882,5.0,0.5144957554275263,4.0,5.0,17,4.9,5.0,0.3162277660168379,4.0,5.0,10,1,0,0,0,0,0
306,1604,5.0,1231657200.0,4.529411764705882,5.0,0.5144957554275263,4.0,5.0,17,5.0,5.0,,5.0,5.0,1,0,0,0,1,0,0
515,8785,4.0,1231743600.0,4.25,4.0,0.5,4.0,5.0,4,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,1
569,9240,5.0,1231743600.0,4.75,5.0,0.5,4.0,5.0,4,5.0,5.0,,5.0,5.0,1,0,0,0,0,1,0
639,1930,5.0,1231743600.0,4.315789473684211,4.0,0.7492686492653552,3.0,5.0,19,4.0,4.0,1.4142135623730951,3.0,5.0,2,0,0,0,0,1,0
410,7811,5.0,1231830000.0,5.0,5.0,0.0,5.0,5.0,3,5.0,5.0,,5.0,5.0,1,0,0,0,1,0,0
438,8032,4.0,1231830000.0,2.8333333333333335,3.0,1.1690451944500122,1.0,4.0,6,4.0,4.0,0.0,4.0,4.0,2,0,0,0,0,0,1
159,961,5.0,1231916400.0,5.0,5.0,,5.0,5.0,1,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,1
515,8783,5.0,1231916400.0,4.25,4.0,0.5,4.0,5.0,4,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,0,0,0,0,1
521,186,5.0,1231916400.0,4.0,5.0,1.7320508075688774,1.0,5.0,5,4.16,4.0,0.9865765724632496,2.0,5.0,25,0,0,0,0,0,1
553,992,5.0,1231916400.0,4.74,5.0,0.6942915931555925,1.0,5.0,50,4.9,5.0,0.3162277660168379,4.0,5.0,10,1,0,0,0,0,0
1483,1851,4.0,1231916400.0,4.357142857142857,4.0,0.772918234616442,1.0,5.0,56,4.0,4.0,0.0,4.0,4.0,2,0,0,1,0,0,0
46,925,5.0,1232002800.0,4.5,4.5,0.5773502691896258,4.0,5.0,4,5.0,5.0,,5.0,5.0,1,0,0,0,1,0,0
299,6648,5.0,1232002800.0,5.0,5.0,0.0,5.0,5.0,10,5.0,5.0,0.0,5.0,5.0,2,0,0,0,0,1,0
386,3411,5.0,1232002800.0,4.777777777777778,5.0,0.4409585518440985,4.0,5.0,9,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,1
386,7501,5.0,1232002800.0,4.777777777777778,5.0,0.4409585518440985,4.0,5.0,9,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,1
453,2373,4.0,1232002800.0,4.0,4.0,,4.0,4.0,1,4.0,4.0,0.0,4.0,4.0,3,1,0,0,0,0,0
639,4405,5.0,1232002800.0,4.315789473684211,4.0,0.7492686492653552,3.0,5.0,19,5.0,5.0,,5.0,5.0,1,0,0,0,0,1,0
1483,9919,5.0,1232002800.0,4.357142857142857,4.0,0.772918234616442,1.0,5.0,56,5.0,5.0,0.0,5.0,5.0,2,0,1,0,0,0,0
13,772,5.0,1232089200.0,4.214285714285714,5.0,1.141457835258481,1.0,5.0,84,5.0,5.0,,5.0,5.0,1,0,0,0,0,1,0
52,1623,3.0,1232089200.0,4.333333333333333,5.0,1.1547005383792517,3.0,5.0,3,3.6666666666666665,4.0,0.5773502691896258,3.0,4.0,3,0,0,0,0,1,0
202,4619,3.0,1232089200.0,3.5555555555555554,4.0,1.130388330520878,2.0,5.0,9,3.0,3.0,,3.0,3.0,1,0,0,0,0,1,0
309,6753,5.0,1232089200.0,5.0,5.0,0.0,5.0,5.0,2,5.0,5.0,0.0,5.0,5.0,2,0,0,0,1,0,0
310,5917,3.0,1232089200.0,4.095238095238095,4.0,0.9436504599035548,2.0,5.0,21,2.0,2.0,1.4142135623730951,1.0,3.0,2,0,0,0,0,0,1
386,7500,5.0,1232089200.0,4.777777777777778,5.0,0.4409585518440985,4.0,5.0,9,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,1
135,1585,5.0,1232175600.0,4.375,5.0,1.02469507659596,1.0,5.0,16,4.6923076923076925,5.0,0.6304251719561152,3.0,5.0,13,0,0,0,0,0,1
171,1585,4.0,1232175600.0,4.043478260869565,4.0,0.9282564726687247,2.0,5.0,23,4.6923076923076925,5.0,0.6304251719561152,3.0,5.0,13,0,0,0,0,0,1
247,5123,4.0,1232175600.0,3.8,4.0,0.447213595499958,3.0,4.0,5,4.666666666666667,5.0,0.5773502691896257,4.0,5.0,3,0,0,1,0,0,0
247,412,3.0,1232175600.0,3.8,4.0,0.447213595499958,3.0,4.0,5,4.5,5.0,1.0,3.0,5.0,4,0,0,0,1,0,0
274,1765,5.0,1232175600.0,3.951219512195122,4.0,0.8646160856760393,2.0,5.0,41,4.0,5.0,1.7320508075688772,2.0,5.0,3,0,0,0,0,0,1
306,6711,5.0,1232175600.0,4.529411764705882,5.0,0.5144957554275263,4.0,5.0,17,5.0,5.0,,5.0,5.0,1,0,0,0,1,0,0
310,1590,4.0,1232175600.0,4.095238095238095,4.0,0.9436504599035548,2.0,5.0,21,3.6666666666666665,4.0,1.5275252316519468,2.0,5.0,3,0,0,0,0,0,1
321,2811,5.0,1232175600.0,4.75,5.0,0.46291004988627565,4.0,5.0,8,4.6,5.0,0.5163977794943222,4.0,5.0,10,0,0,0,0,0,1
420,7876,5.0,1232175600.0,4.818181818181818,5.0,0.6030226891555275,3.0,5.0,11,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,1
420,7877,5.0,1232175600.0,4.818181818181818,5.0,0.6030226891555275,3.0,5.0,11,5.0,5.0,0.0,5.0,5.0,2,0,0,0,0,0,1
465,248,5.0,1232175600.0,4.222222222222222,4.0,0.6405126152203487,3.0,5.0,27,4.333333333333333,5.0,1.1547005383792517,3.0,5.0,3,0,0,0,0,1,0
386,3447,4.0,1232262000.0,4.777777777777778,5.0,0.4409585518440985,4.0,5.0,9,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,1
392,5965,2.0,1232262000.0,4.0,5.0,1.7320508075688772,2.0,5.0,3,2.5,2.5,0.7071067811865476,2.0,3.0,2,0,0,0,0,0,1
1483,8804,4.0,1232262000.0,4.357142857142857,4.0,0.772918234616442,1.0,5.0,56,4.0,4.0,,4.0,4.0,1,0,0,1,0,0,0
20,922,5.0,1232348400.0,4.666666666666667,5.0,0.5773502691896257,4.0,5.0,3,5.0,5.0,,5.0,5.0,1,0,0,1,0,0,0
392,66,5.0,1232348400.0,4.0,5.0,1.7320508075688772,2.0,5.0,3,4.666666666666667,5.0,0.5773502691896258,4.0,5.0,3,0,0,0,0,0,1
424,2145,5.0,1232348400.0,5.0,5.0,,5.0,5.0,1,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,0,1,0,0,0
1220,8014,4.0,1232434800.0,4.666666666666667,5.0,0.5773502691896257,4.0,5.0,3,4.0,4.0,0.0,4.0,4.0,2,0,0,0,1,0,0
13,771,3.0,1232521200.0,4.214285714285714,5.0,1.141457835258481,1.0,5.0,84,3.5,3.5,0.7071067811865476,3.0,4.0,2,1,0,0,0,0,0
16,883,5.0,1232521200.0,5.0,5.0,,5.0,5.0,1,5.0,5.0,0.0,5.0,5.0,2,1,0,0,0,0,0
40,1426,5.0,1232521200.0,4.686274509803922,5.0,0.8364256351507019,2.0,5.0,51,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,1,0,0,0,0
386,7498,5.0,1232521200.0,4.777777777777778,5.0,0.4409585518440985,4.0,5.0,9,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,1
392,406,5.0,1232521200.0,4.0,5.0,1.7320508075688772,2.0,5.0,3,5.0,5.0,0.0,5.0,5.0,2,1,0,0,0,0,0
20,871,5.0,1232607600.0,4.666666666666667,5.0,0.5773502691896257,4.0,5.0,3,5.0,5.0,,5.0,5.0,1,0,1,0,0,0,0
108,143,4.0,1232607600.0,4.0,4.0,,4.0,4.0,1,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,0,0,0,1,0
226,4905,4.0,1232607600.0,4.166666666666667,4.0,0.408248290463863,4.0,5.0,6,3.25,3.5,0.9574271077563381,2.0,4.0,4,0,0,0,0,0,1
310,3928,5.0,1232607600.0,4.095238095238095,4.0,0.9436504599035548,2.0,5.0,21,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,0,0,0,0,1
1109,12478,3.0,1232607600.0,2.857142857142857,3.0,0.7928249671720917,1.0,4.0,21,3.0,3.0,,3.0,3.0,1,0,0,0,0,0,1
1569,1186,3.0,1232607600.0,4.0,4.0,1.0,3.0,5.0,3,4.0,4.0,0.7071067811865476,3.0,5.0,5,0,0,0,0,0,1
248,1095,2.0,1232694000.0,4.140350877192983,4.0,0.6105792475542055,2.0,5.0,57,4.0,5.0,1.7320508075688772,2.0,5.0,3,0,1,0,0,0,0
364,194,5.0,1232694000.0,5.0,5.0,,5.0,5.0,1,3.6666666666666665,5.0,2.3094010767585034,1.0,5.0,3,0,0,0,0,1,0
1222,2356,5.0,1232694000.0,5.0,5.0,0.0,5.0,5.0,11,5.0,5.0,0.0,5.0,5.0,3,0,1,0,0,0,0
137,3327,5.0,1232780400.0,4.666666666666667,5.0,0.7071067811865476,3.0,5.0,9,5.0,5.0,,5.0,5.0,1,0,1,0,0,0,0
234,2679,5.0,1232780400.0,3.7142857142857144,5.0,1.7043362064926935,1.0,5.0,7,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,1
420,7875,3.0,1232780400.0,4.818181818181818,5.0,0.6030226891555275,3.0,5.0,11,3.0,3.0,,3.0,3.0,1,1,0,0,0,0,0
1109,12477,2.0,1232780400.0,2.857142857142857,3.0,0.7928249671720917,1.0,4.0,21,2.0,2.0,,2.0,2.0,1,0,0,0,0,0,1
35,1176,5.0,1232866800.0,4.166666666666667,5.0,1.602081978759722,1.0,5.0,6,5.0,5.0,,5.0,5.0,1,0,1,0,0,0,0
321,6872,5.0,1232866800.0,4.75,5.0,0.46291004988627565,4.0,5.0,8,5.0,5.0,,5.0,5.0,1,1,0,0,0,0,0
165,890,5.0,1232953200.0,4.586206896551724,5.0,0.8667361346416775,1.0,5.0,29,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,1
223,4896,5.0,1232953200.0,4.454545454545454,5.0,0.6875516509523287,3.0,5.0,11,5.0,5.0,0.0,5.0,5.0,2,0,1,0,0,0,0
248,5533,4.0,1232953200.0,4.140350877192983,4.0,0.6105792475542055,2.0,5.0,57,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,1,0,0,0,0
420,6430,5.0,1232953200.0,4.818181818181818,5.0,0.6030226891555275,3.0,5.0,11,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,1
1109,12476,4.0,1232953200.0,2.857142857142857,3.0,0.7928249671720917,1.0,4.0,21,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,1
11,512,5.0,1233039600.0,4.0,5.0,1.7320508075688772,2.0,5.0,3,5.0,5.0,,5.0,5.0,1,0,0,0,0,1,0
299,6647,5.0,1233039600.0,5.0,5.0,0.0,5.0,5.0,10,5.0,5.0,,5.0,5.0,1,0,1,0,0,0,0
310,5994,2.0,1233039600.0,4.095238095238095,4.0,0.9436504599035548,2.0,5.0,21,2.6666666666666665,2.0,1.1547005383792517,2.0,4.0,3,0,0,0,0,0,1
37,1201,4.0,1233126000.0,4.0,4.0,,4.0,4.0,1,4.0,4.0,,4.0,4.0,1,0,0,1,0,0,0
342,186,5.0,1233126000.0,4.5,4.5,0.7071067811865476,4.0,5.0,2,4.16,4.0,0.9865765724632496,2.0,5.0,25,0,0,0,0,0,1
420,7873,5.0,1233126000.0,4.818181818181818,5.0,0.6030226891555275,3.0,5.0,11,5.0,5.0,,5.0,5.0,1,1,0,0,0,0,0
420,7874,5.0,1233126000.0,4.818181818181818,5.0,0.6030226891555275,3.0,5.0,11,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,1
580,376,5.0,1233126000.0,5.0,5.0,,5.0,5.0,1,4.75,5.0,0.5,4.0,5.0,4,0,0,0,0,0,1
1225,6752,5.0,1233126000.0,3.7142857142857144,4.0,1.2535663410560174,2.0,5.0,7,5.0,5.0,0.0,5.0,5.0,2,0,0,0,1,0,0
223,2740,5.0,1233212400.0,4.454545454545454,5.0,0.6875516509523287,3.0,5.0,11,5.0,5.0,0.0,5.0,5.0,3,0,1,0,0,0,0
551,3070,4.0,1233212400.0,4.0,4.0,,4.0,4.0,1,4.0,4.0,,4.0,4.0,1,0,0,0,0,1,0
137,1551,5.0,1233298800.0,4.666666666666667,5.0,0.7071067811865476,3.0,5.0,9,5.0,5.0,0.0,5.0,5.0,2,0,0,1,0,0,0
202,4618,2.0,1233298800.0,3.5555555555555554,4.0,1.130388330520878,2.0,5.0,9,2.0,2.0,,2.0,2.0,1,0,1,0,0,0,0
274,3353,2.0,1233298800.0,3.951219512195122,4.0,0.8646160856760393,2.0,5.0,41,2.0,2.0,,2.0,2.0,1,0,0,0,0,0,1
302,186,5.0,1233298800.0,5.0,5.0,,5.0,5.0,1,4.16,4.0,0.9865765724632496,2.0,5.0,25,0,0,0,0,0,1
304,4532,5.0,1233298800.0,5.0,5.0,,5.0,5.0,1,5.0,5.0,0.0,5.0,5.0,2,0,1,0,0,0,0
420,4555,5.0,1233298800.0,4.818181818181818,5.0,0.6030226891555275,3.0,5.0,11,5.0,5.0,,5.0,5.0,1,1,0,0,0,0,0
451,858,3.0,1233298800.0,3.75,4.0,1.5,2.0,5.0,4,2.7777777777777777,3.0,1.2018504251546631,1.0,4.0,9,1,0,0,0,0,0
1109,12475,4.0,1233298800.0,2.857142857142857,3.0,0.7928249671720917,1.0,4.0,21,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,1
79,2041,5.0,1233385200.0,4.75,5.0,0.7071067811865478,3.0,5.0,8,5.0,5.0,0.0,5.0,5.0,2,0,0,0,0,0,1
79,2042,3.0,1233385200.0,4.75,5.0,0.7071067811865478,3.0,5.0,8,2.0,2.0,1.4142135623730951,1.0,3.0,2,0,0,0,0,0,1
165,1922,5.0,1233385200.0,4.586206896551724,5.0,0.8667361346416775,1.0,5.0,29,4.666666666666667,5.0,0.5773502691896258,4.0,5.0,3,0,0,0,0,1,0
309,6752,5.0,1233385200.0,5.0,5.0,0.0,5.0,5.0,2,5.0,5.0,0.0,5.0,5.0,2,0,0,0,1,0,0
451,28,5.0,1233385200.0,3.75,4.0,1.5,2.0,5.0,4,4.166666666666667,5.0,1.602081978759722,1.0,5.0,6,0,0,1,0,0,0
515,477,4.0,1233385200.0,4.25,4.0,0.5,4.0,5.0,4,3.8333333333333335,4.0,0.408248290463863,3.0,4.0,6,0,0,0,1,0,0
541,1449,5.0,1233385200.0,5.0,5.0,0.0,5.0,5.0,2,4.666666666666667,5.0,0.5773502691896258,4.0,5.0,3,0,0,0,0,0,1
1614,11109,5.0,1233385200.0,5.0,5.0,0.0,5.0,5.0,2,5.0,5.0,,5.0,5.0,1,0,0,1,0,0,0
1614,121,5.0,1233385200.0,5.0,5.0,0.0,5.0,5.0,2,4.615384615384615,5.0,0.5063696835418332,4.0,5.0,13,0,0,0,1,0,0
1139,7627,4.0,1233471600.0,4.0,4.0,0.0,4.0,4.0,2,4.0,4.0,,4.0,4.0,1,0,0,0,1,0,0
64,1851,4.0,1233558000.0,4.25,4.5,0.9574271077563382,3.0,5.0,4,4.0,4.0,0.0,4.0,4.0,2,0,0,1,0,0,0
142,1025,5.0,1233558000.0,4.555555555555555,5.0,1.0860419786947373,1.0,5.0,27,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,1
473,266,5.0,1233558000.0,4.0,4.0,1.0954451150103321,2.0,5.0,6,4.75,5.0,0.5,4.0,5.0,4,0,0,0,0,1,0
104,2472,5.0,1233644400.0,5.0,5.0,,5.0,5.0,1,4.333333333333333,4.0,0.5773502691896257,4.0,5.0,3,1,0,0,0,0,0
248,4091,4.0,1233644400.0,4.140350877192983,4.0,0.6105792475542055,2.0,5.0,57,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,0,0,0,1,0
299,1424,5.0,1233644400.0,5.0,5.0,0.0,5.0,5.0,10,4.5,4.5,0.7071067811865476,4.0,5.0,2,1,0,0,0,0,0
410,1507,5.0,1233644400.0,5.0,5.0,0.0,5.0,5.0,3,5.0,5.0,0.0,5.0,5.0,2,0,1,0,0,0,0
461,96,4.0,1233644400.0,4.0,4.0,0.0,4.0,4.0,2,4.285714285714286,4.0,0.7559289460184544,3.0,5.0,7,0,0,1,0,0,0
536,3371,5.0,1233730800.0,4.5,4.5,0.7071067811865476,4.0,5.0,2,5.0,5.0,0.0,5.0,5.0,2,0,1,0,0,0,0
248,5527,5.0,1233817200.0,4.140350877192983,4.0,0.6105792475542055,2.0,5.0,57,5.0,5.0,0.0,5.0,5.0,2,0,0,0,0,1,0
313,5412,5.0,1233817200.0,5.0,5.0,0.0,5.0,5.0,4,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,1,0,0,0,0
541,427,5.0,1233817200.0,5.0,5.0,0.0,5.0,5.0,2,5.0,5.0,0.0,5.0,5.0,3,0,0,0,0,0,1
358,7263,5.0,1233903600.0,5.0,5.0,0.0,5.0,5.0,2,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,0,1,0,0,0
79,2039,5.0,1233990000.0,4.75,5.0,0.7071067811865478,3.0,5.0,8,4.6,5.0,0.5477225575051661,4.0,5.0,5,0,0,0,0,0,1
274,6303,5.0,1233990000.0,3.951219512195122,4.0,0.8646160856760393,2.0,5.0,41,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,0,0,0,0,1
396,7571,5.0,1233990000.0,4.363636363636363,5.0,1.2060453783110545,2.0,5.0,11,5.0,5.0,0.0,5.0,5.0,2,0,0,1,0,0,0
396,7612,2.0,1233990000.0,4.363636363636363,5.0,1.2060453783110545,2.0,5.0,11,2.0,2.0,,2.0,2.0,1,0,0,1,0,0,0
99,2358,2.0,1234076400.0,4.333333333333333,5.0,1.2110601416389966,2.0,5.0,6,3.5,3.5,2.1213203435596424,2.0,5.0,2,0,0,0,0,1,0
190,82,5.0,1234076400.0,3.942857142857143,4.0,0.90563130866092,1.0,5.0,35,5.0,5.0,,5.0,5.0,1,0,0,0,0,1,0
279,5010,5.0,1234076400.0,5.0,5.0,,5.0,5.0,1,4.666666666666667,5.0,0.5773502691896257,4.0,5.0,3,0,0,0,0,0,1
396,1517,5.0,1234076400.0,4.363636363636363,5.0,1.2060453783110545,2.0,5.0,11,5.0,5.0,0.0,5.0,5.0,2,0,0,1,0,0,0
420,7872,5.0,1234076400.0,4.818181818181818,5.0,0.6030226891555275,3.0,5.0,11,5.0,5.0,0.0,5.0,5.0,2,1,0,0,0,0,0
1465,6832,5.0,1234076400.0,5.0,5.0,,5.0,5.0,1,5.0,5.0,0.0,5.0,5.0,3,0,0,0,0,0,1
281,6511,5.0,1234162800.0,4.409090909090909,5.0,0.9081163607574332,2.0,5.0,22,5.0,5.0,,5.0,5.0,1,1,0,0,0,0,0
396,7081,5.0,1234162800.0,4.363636363636363,5.0,1.2060453783110545,2.0,5.0,11,5.0,5.0,0.0,5.0,5.0,2,0,0,1,0,0,0
396,4259,5.0,1234162800.0,4.363636363636363,5.0,1.2060453783110545,2.0,5.0,11,5.0,5.0,0.0,5.0,5.0,2,0,0,1,0,0,0
451,32,2.0,1234162800.0,3.75,4.0,1.5,2.0,5.0,4,3.0,3.0,1.4142135623730951,2.0,4.0,2,1,0,0,0,0,0
274,2770,4.0,1234249200.0,3.951219512195122,4.0,0.8646160856760393,2.0,5.0,41,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,1
451,423,5.0,1234249200.0,3.75,4.0,1.5,2.0,5.0,4,4.5625,5.0,0.6291528696058961,3.0,5.0,16,0,0,0,0,0,1
97,2327,5.0,1234335600.0,4.5,4.5,0.7071067811865476,4.0,5.0,2,5.0,5.0,,5.0,5.0,1,0,0,1,0,0,0
281,1252,4.0,1234335600.0,4.409090909090909,5.0,0.9081163607574332,2.0,5.0,22,4.666666666666667,5.0,0.5773502691896257,4.0,5.0,3,0,0,0,0,1,0
438,3146,3.0,1234335600.0,2.8333333333333335,3.0,1.1690451944500122,1.0,4.0,6,3.3333333333333335,3.0,0.5773502691896257,3.0,4.0,3,0,0,0,0,0,1
444,1185,5.0,1234335600.0,4.2,5.0,1.7888543819998317,1.0,5.0,5,4.2,4.0,0.8366600265340756,3.0,5.0,5,0,0,0,0,0,1
481,8578,3.0,1234335600.0,3.25,3.5,1.707825127659933,1.0,5.0,4,3.0,3.0,,3.0,3.0,1,0,0,0,0,0,1
481,8579,5.0,1234335600.0,3.25,3.5,1.707825127659933,1.0,5.0,4,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,1
481,8580,4.0,1234335600.0,3.25,3.5,1.707825127659933,1.0,5.0,4,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,1
1222,8323,5.0,1234335600.0,5.0,5.0,0.0,5.0,5.0,11,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,0,0,0,1,0
1222,437,5.0,1234335600.0,5.0,5.0,0.0,5.0,5.0,11,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,0,0,0,1,0
147,2909,3.0,1234422000.0,3.3333333333333335,3.5,1.3662601021279464,1.0,5.0,6,2.5,3.0,1.0,1.0,3.0,4,0,0,0,0,1,0
310,66,5.0,1234508400.0,4.095238095238095,4.0,0.9436504599035548,2.0,5.0,21,4.666666666666667,5.0,0.5773502691896258,4.0,5.0,3,0,0,0,0,0,1
310,507,5.0,1234508400.0,4.095238095238095,4.0,0.9436504599035548,2.0,5.0,21,5.0,5.0,0.0,5.0,5.0,2,0,0,0,0,0,1
396,4041,5.0,1234508400.0,4.363636363636363,5.0,1.2060453783110545,2.0,5.0,11,5.0,5.0,0.0,5.0,5.0,2,0,0,1,0,0,0
